gene_id,gene_name,feature_name,training_raw_variance
ENSG00000165525,NEMF,NEMF,1.8447496570644724
ENSG00000137161,CNPY3,CNPY3,1.8429524605623953
ENSG00000096746,HNRNPH3,HNRNPH3,1.831015089163243
ENSG00000182287,AP1S2,AP1S2,1.8283159722222118
ENSG00000065427,KARS,KARS,1.8270008144718635
ENSG00000124831,LRRFIP1,LRRFIP1,1.8248070987654252
ENSG00000183172,SMDT1,SMDT1,1.824115012002716
ENSG00000120265,PCMT1,PCMT1,1.8236488340191983
ENSG00000114125,RNF7,RNF7,1.8177415552125946
ENSG00000132424,PNISR,PNISR,1.8135108024691085
ENSG00000129226,CD68,CD68,1.8134771519204342
ENSG00000147123,NDUFB11,NDUFB11,1.8109533607681447
ENSG00000003756,RBM5,RBM5,1.8103703703703653
ENSG00000030582,GRN,GRN,1.8101832561728248
ENSG00000105254,TBCB,TBCB,1.803085562414249
ENSG00000198821,CD247,CD247,1.800951431755838
ENSG00000149100,EIF3M,EIF3M,1.7931067815500374
ENSG00000072818,ACAP1,ACAP1,1.7885665294924358
ENSG00000072401,UBE2D1,UBE2D1,1.788476508916319
ENSG00000142507,PSMB6,PSMB6,1.7873834019204133
ENSG00000146109,ABT1,ABT1,1.7842283950617146
ENSG00000131507,NDFIP1,NDFIP1,1.782448345336076
ENSG00000103266,STUB1,STUB1,1.7822014317558066
ENSG00000125991,ERGIC3,ERGIC3,1.7776386745541546
ENSG00000137210,TMEM14B,TMEM14B,1.7767436128257703
ENSG00000158825,CDA,CDA,1.775401020233177
ENSG00000165527,ARF6,ARF6,1.7730932784636269
ENSG00000168894,RNF181,RNF181,1.7726335305212586
ENSG00000196230,TUBB,TUBB,1.767720979080916
ENSG00000026508,CD44,CD44,1.7652261231138104
ENSG00000100351,GRAP2,GRAP2,1.7553993055555406
ENSG00000067225,PKM,PKM,1.752653463648815
ENSG00000196776,CD47,CD47,1.7515217764060182
ENSG00000005955,GGNBP2,GGNBP2,1.7506925154320863
ENSG00000112576,CCND3,CCND3,1.7454884687928458
ENSG00000005059,CCDC109B,CCDC109B,1.7433950617283929
ENSG00000106803,SEC61B,SEC61B,1.7389266117969677
ENSG00000116701,NCF2,NCF2,1.7346277006172772
ENSG00000125352,RNF113A,RNF113A,1.7345059585047953
ENSG00000141522,ARHGDIA,ARHGDIA,1.7298962620027156
ENSG00000106560,GIMAP2,GIMAP2,1.7248962620027275
ENSG00000090104,RGS1,RGS1,1.7188263031550006
ENSG00000110077,MS4A6A,MS4A6A,1.7183950617283872
ENSG00000054116,TRAPPC3,TRAPPC3,1.7159617198216595
ENSG00000138398,PPIG,PPIG,1.7130999228394987
ENSG00000130811,EIF3G,EIF3G,1.7111796982166956
ENSG00000164919,COX6C,COX6C,1.700694230109733
ENSG00000109861,CTSC,CTSC,1.7006172839505922
ENSG00000126267,COX6B1,COX6B1,1.698477151920402
ENSG00000116459,ATP5F1,ATP5F1,1.6974517746913325
ENSG00000106443,PHF14,PHF14,1.6865603566529344
ENSG00000104763,ASAH1,ASAH1,1.6820979080932519
ENSG00000166275,C10orf32,C10orf32,1.6777295524691276
ENSG00000144426,NBEAL1,NBEAL1,1.6772202932099007
ENSG00000189043,NDUFA4,NDUFA4,1.6769888117283775
ENSG00000166226,CCT2,CCT2,1.6719733796296286
ENSG00000081237,PTPRC,PTPRC,1.6638545953360402
ENSG00000185885,IFITM1,IFITM1,1.6632295953360607
ENSG00000163171,CDC42EP3,CDC42EP3,1.6625409379286777
ENSG00000151500,THYN1,THYN1,1.6490892918381168
ENSG00000214026,MRPL23,MRPL23,1.6383228309327558
ENSG00000141480,ARRB2,ARRB2,1.633976123113823
ENSG00000160221,C21orf33,C21orf33,1.6338468792866827
ENSG00000255302,EID1,EID1,1.6325255058298884
ENSG00000172183,ISG20,ISG20,1.6238888888888645
ENSG00000100632,ERH,ERH,1.6235802469135847
ENSG00000121691,CAT,CAT,1.623223379629625
ENSG00000175602,CCDC85B,CCDC85B,1.6231307870370233
ENSG00000115687,PASK,PASK,1.6192172496570583
ENSG00000108561,C1QBP,C1QBP,1.6137037037036657
ENSG00000188243,COMMD6,COMMD6,1.6117275377228875
ENSG00000101220,C20orf27,C20orf27,1.610492969821665
ENSG00000189067,LITAF,LITAF,1.6103772290809122
ENSG00000119801,YPEL5,YPEL5,1.607797496570632
ENSG00000155926,SLA,SLA,1.6075231481481445
ENSG00000107738,C10orf54,C10orf54,1.6067249657064195
ENSG00000220205,VAMP2,VAMP2,1.6037960819615658
ENSG00000156738,MS4A1,MS4A1,1.6016355881344255
ENSG00000168259,DNAJC7,DNAJC7,1.6014266117969786
ENSG00000116209,TMEM59,TMEM59,1.6006344307270362
ENSG00000182196,ARL6IP4,ARL6IP4,1.5930649862825623
ENSG00000115091,ACTR3,ACTR3,1.5885108024690882
ENSG00000138785,INTS12,INTS12,1.5806241426611776
ENSG00000112079,STK38,STK38,1.5796905006858697
ENSG00000116649,SRM,SRM,1.5782405264060246
ENSG00000057608,GDI2,GDI2,1.5772065757887288
ENSG00000168497,SDPR,SDPR,1.570362654320987
ENSG00000153551,CMTM7,CMTM7,1.568916323731124
ENSG00000126698,DNAJC8,DNAJC8,1.5674074074074011
ENSG00000154518,ATP5G3,ATP5G3,1.5654183813442806
ENSG00000162434,JAK1,JAK1,1.5615012002743345
ENSG00000128524,ATP6V1F,ATP6V1F,1.545648148148108
ENSG00000099977,DDT,DDT,1.5451592506858536
ENSG00000271614,LINC00936,LINC00936,1.5308564814814585
ENSG00000123131,PRDX4,PRDX4,1.5273146004801095
ENSG00000081870,HSPB11,HSPB11,1.5268509945130284
ENSG00000130313,PGLS,PGLS,1.5260011574073828
ENSG00000184900,SUMO3,SUMO3,1.5236091820987612
ENSG00000197448,GSTK1,GSTK1,1.5228703703703426
ENSG00000168899,VAMP5,VAMP5,1.5227537722907902
ENSG00000105401,CDC37,CDC37,1.5190481395747437
ENSG00000197111,PCBP2,PCBP2,1.5173996913580075
ENSG00000155307,SAMSN1,SAMSN1,1.5113406635802424
ENSG00000160613,PCSK7,PCSK7,1.5082098765431902
ENSG00000055044,NOP58,NOP58,1.5056582218792884
ENSG00000168958,MFF,MFF,1.504436728395047
ENSG00000178913,TAF7,TAF7,1.5019236539780396
ENSG00000099901,RANBP1,RANBP1,1.500437028463644
ENSG00000135930,EIF4E2,EIF4E2,1.4976369598765285
ENSG00000157538,DSCR3,DSCR3,1.4967069615912203
ENSG00000100519,PSMC6,PSMC6,1.4873148148148037
ENSG00000076944,STXBP2,STXBP2,1.486711033950608
ENSG00000156171,DRAM2,DRAM2,1.4823653978052045
ENSG00000104870,FCGRT,FCGRT,1.4816452331961596
ENSG00000101558,VAPA,VAPA,1.4800152177640504
ENSG00000101457,DNTTIP1,DNTTIP1,1.477403978052125
ENSG00000145779,TNFAIP8,TNFAIP8,1.47411179698216
ENSG00000165272,AQP3,AQP3,1.4719802383401706
ENSG00000241553,ARPC4,ARPC4,1.4713571673525367
ENSG00000000938,FGR,FGR,1.469056712962937
ENSG00000213523,SRA1,SRA1,1.4670773319615749
ENSG00000076053,RBM7,RBM7,1.4668036265432052
ENSG00000105669,COPE,COPE,1.4658176868998183
ENSG00000105329,TGFB1,TGFB1,1.4538057270232982
ENSG00000122986,HVCN1,HVCN1,1.4526543209876472
ENSG00000117632,STMN1,STMN1,1.4512002743484171
ENSG00000127314,RAP1B,RAP1B,1.4492584019204195
ENSG00000136521,NDUFB5,NDUFB5,1.4491458762002516
ENSG00000113575,PPP2CA,PPP2CA,1.4470156035665238
ENSG00000239900,ADSL,ADSL,1.4449922839506155
ENSG00000128951,DUT,DUT,1.4436342592592442
ENSG00000160714,UBE2Q1,UBE2Q1,1.441872213648834
ENSG00000068831,RASGRP2,RASGRP2,1.4416589506172772
ENSG00000103275,UBE2I,UBE2I,1.4407887517146425
ENSG00000204397,CARD16,CARD16,1.4329552469135658
ENSG00000120656,TAF12,TAF12,1.4319185099451202
ENSG00000229809,ZNF688,ZNF688,1.4299792095335984
ENSG00000197540,GZMM,GZMM,1.4264401148833878
ENSG00000205352,PRR13,PRR13,1.4258564814814654
ENSG00000105058,FAM32A,FAM32A,1.4250152177640423
ENSG00000269821,KCNQ1OT1,KCNQ1OT1,1.4236091820987649
ENSG00000171051,FPR1,FPR1,1.4234559327846261
ENSG00000128383,APOBEC3A,APOBEC3A,1.4232851080246876
ENSG00000160213,CSTB,CSTB,1.4206755829903828
ENSG00000172005,MAL,MAL,1.4203626543209713
ENSG00000153310,FAM49B,FAM49B,1.4200197187928638
ENSG00000182944,EWSR1,EWSR1,1.419413365912213
ENSG00000147669,POLR2K,POLR2K,1.418325617283949
ENSG00000116288,PARK7,PARK7,1.4158777006172518
ENSG00000213689,TREX1,TREX1,1.4148070987654229
ENSG00000134375,TIMM17A,TIMM17A,1.41345593278463
ENSG00000143256,PFDN2,PFDN2,1.412770061728388
ENSG00000136167,LCP1,LCP1,1.412297453703675
ENSG00000148362,C9orf142,C9orf142,1.4100769461591132
ENSG00000185787,MORF4L1,MORF4L1,1.4087654320987468
ENSG00000112514,CUTA,CUTA,1.406583504801088
ENSG00000204138,PHACTR4,PHACTR4,1.4025685871056188
ENSG00000129625,REEP5,REEP5,1.399056712962933
ENSG00000123106,CCDC91,CCDC91,1.3989092506858563
ENSG00000005810,MYCBP2,MYCBP2,1.3964915552126163
ENSG00000128891,C15orf57,C15orf57,1.3962189214677634
ENSG00000105829,BET1,BET1,1.3926678240740695
ENSG00000185650,ZFP36L1,ZFP36L1,1.391871570644706
ENSG00000141552,ANAPC11,ANAPC11,1.3918207733195969
ENSG00000180879,SSR4,SSR4,1.3915089163236893
ENSG00000138639,ARHGAP24,ARHGAP24,1.388970336076813
ENSG00000137965,IFI44,IFI44,1.388661694101493
ENSG00000171222,SCAND1,SCAND1,1.3877141203703753
ENSG00000020426,MNAT1,MNAT1,1.3859662208504793
ENSG00000117614,SYF2,SYF2,1.3849792095335807
ENSG00000100532,CGRRF1,CGRRF1,1.3844648062414249
ENSG00000178927,C17orf62,C17orf62,1.382136488340186
ENSG00000120533,ENY2,ENY2,1.3803238597393384
ENSG00000160948,VPS28,VPS28,1.3799305555555341
ENSG00000170571,EMB,EMB,1.3795233196159147
ENSG00000168288,MMADHC,MMADHC,1.3776832561728238
ENSG00000171700,RGS19,RGS19,1.3776643947187723
ENSG00000125743,SNRPD2,SNRPD2,1.3767069615911844
ENSG00000166681,NGFRAP1,NGFRAP1,1.376131472908081
ENSG00000129534,MIS18BP1,MIS18BP1,1.3751369598765408
ENSG00000135624,CCT7,CCT7,1.3708314043209784
ENSG00000008018,PSMB1,PSMB1,1.3695953360767823
ENSG00000165434,PGM2L1,PGM2L1,1.3694821673525377
ENSG00000168438,CDC40,CDC40,1.3681678669410047
ENSG00000114735,HEMK1,HEMK1,1.366201774691355
ENSG00000111775,COX6A1,COX6A1,1.3652229080932456
ENSG00000137100,DCTN3,DCTN3,1.363888674554156
ENSG00000102007,PLP2,PLP2,1.3612131344307197
ENSG00000087274,ADD1,ADD1,1.3585388803155
ENSG00000197299,BLM,BLM,1.3576541066529482
ENSG00000068079,IFI35,IFI35,1.3527466992455168
ENSG00000164167,LSM6,LSM6,1.3523996913580234
ENSG00000165629,ATP5C1,ATP5C1,1.3498711848422278
ENSG00000141428,C18orf21,C18orf21,1.347684970850474
ENSG00000179632,MAF1,MAF1,1.3455536265431869
ENSG00000213203,GIMAP1,GIMAP1,1.3428592249656803
ENSG00000129559,NEDD8,NEDD8,1.3408916323730913
ENSG00000171490,RSL1D1,RSL1D1,1.339658564814796
ENSG00000198898,CAPZA2,CAPZA2,1.3365892918381275
ENSG00000146425,DYNLT1,DYNLT1,1.334598765432071
ENSG00000128789,PSMG2,PSMG2,1.3345027434842347
ENSG00000168653,NDUFS5,NDUFS5,1.3336411179697987
ENSG00000100997,ABHD12,ABHD12,1.3321911436899845
ENSG00000127824,TUBA4A,TUBA4A,1.3243749999999808
ENSG00000069849,ATP1B3,ATP1B3,1.3194956704389382
ENSG00000170185,USP38,USP38,1.3192378257887496
ENSG00000023318,ERP44,ERP44,1.3153958762002622
ENSG00000065809,FAM107B,FAM107B,1.312683256172832
ENSG00000138433,CIR1,CIR1,1.3118036265432047
ENSG00000059804,SLC2A3,SLC2A3,1.309564471879259
ENSG00000137959,IFI44L,IFI44L,1.3086400462962728
ENSG00000143384,MCL1,MCL1,1.3048437499999777
ENSG00000076043,REXO2,REXO2,1.3030006858710548
ENSG00000233016,SNHG7,SNHG7,1.2950100737311354
ENSG00000110934,BIN2,BIN2,1.294402434842226
ENSG00000077097,TOP2B,TOP2B,1.2906462191357992
ENSG00000144591,GMPPA,GMPPA,1.288338263031548
ENSG00000103363,TCEB2,TCEB2,1.2883024691357667
ENSG00000159352,PSMD4,PSMD4,1.2878052126200115
ENSG00000105518,TMEM205,TMEM205,1.283628257887509
ENSG00000130522,JUND,JUND,1.282294024348405
ENSG00000005882,PDK2,PDK2,1.281172839506173
ENSG00000147274,RBMX,RBMX,1.279770233196164
ENSG00000158417,EIF5B,EIF5B,1.2791956018518515
ENSG00000165283,STOML2,STOML2,1.278470293209869
ENSG00000231925,TAPBP,TAPBP,1.2774142661179488
ENSG00000213145,CRIP1,CRIP1,1.2741921724965584
ENSG00000108829,LRRC59,LRRC59,1.2719425154320885
ENSG00000168229,PTGDR,PTGDR,1.2681222136488275
ENSG00000171476,HOPX,HOPX,1.2611829132373016
ENSG00000187699,C2orf88,C2orf88,1.2588715277777776
ENSG00000165898,ISCA2,ISCA2,1.2571585648148142
ENSG00000176396,EID2,EID2,1.2569648062414263
ENSG00000140105,WARS,WARS,1.255603566529483
ENSG00000177981,ASB8,ASB8,1.2551592506858718
ENSG00000151532,VTI1A,VTI1A,1.2537722908093265
ENSG00000145337,PYURF,PYURF,1.2537292095335832
ENSG00000136938,ANP32B,ANP32B,1.2530787037036673
ENSG00000126749,EMG1,EMG1,1.252772419410138
ENSG00000182117,NOP10,NOP10,1.2512806498628257
ENSG00000169223,LMAN2,LMAN2,1.2504456018518386
ENSG00000196268,ZNF493,ZNF493,1.246501843278462
ENSG00000166501,PRKCB,PRKCB,1.2456427897805094
ENSG00000100219,XBP1,XBP1,1.2408813443072515
ENSG00000110696,C11orf58,C11orf58,1.2392352537722853
ENSG00000185862,EVI2B,EVI2B,1.2350608710562319
ENSG00000100129,EIF3L,EIF3L,1.2322425840191715
ENSG00000117419,ERI3,ERI3,1.2288674554183707
ENSG00000118363,SPCS2,SPCS2,1.2269270833333277
ENSG00000221869,CEBPD,CEBPD,1.2263340192043861
ENSG00000159176,CSRP1,CSRP1,1.2255381944444443
ENSG00000028839,TBPL1,TBPL1,1.2249305555555503
ENSG00000064666,CNN2,CNN2,1.2222220078874997
ENSG00000126432,PRDX5,PRDX5,1.2184565757887207
ENSG00000127951,FGL2,FGL2,1.2183118998628177
ENSG00000140299,BNIP2,BNIP2,1.2173996913580167
ENSG00000178980,SEPW1,SEPW1,1.2161554783950348
ENSG00000179262,RAD23A,RAD23A,1.2148070987654047
ENSG00000150459,SAP18,SAP18,1.2100820901920166
ENSG00000150977,RILPL2,RILPL2,1.2047837362825686
ENSG00000170445,HARS,HARS,1.2019888117283823
ENSG00000108798,ABI3,ABI3,1.2007353823731182
ENSG00000100603,SNW1,SNW1,1.197914737654319
ENSG00000154473,BUB3,BUB3,1.1972991683813237
ENSG00000139597,N4BP2L1,N4BP2L1,1.1957816786693998
ENSG00000204237,OXLD1,OXLD1,1.1933813443072705
ENSG00000165119,HNRNPK,HNRNPK,1.1932090192043554
ENSG00000213928,IRF9,IRF9,1.1922837362825638
ENSG00000099817,POLR2E,POLR2E,1.191280649862808
ENSG00000076108,BAZ2A,BAZ2A,1.1903669410150874
ENSG00000141504,SAT2,SAT2,1.1900197187928665
ENSG00000133313,CNDP2,CNDP2,1.18938185871056
ENSG00000125740,FOSB,FOSB,1.1893209876542894
ENSG00000152082,MZT2B,MZT2B,1.1879833247599285
ENSG00000119048,UBE2B,UBE2B,1.1873379629629466
ENSG00000135829,DHX9,DHX9,1.1853489368998527
ENSG00000186854,TRABD2A,TRABD2A,1.1795130315500608
ENSG00000155366,RHOC,RHOC,1.1794956704389568
ENSG00000172354,GNB2,GNB2,1.1790732167352365
ENSG00000125863,MKKS,MKKS,1.1787028463648799
ENSG00000175155,YPEL2,YPEL2,1.1772322959533588
ENSG00000116044,NFE2L2,NFE2L2,1.1769513031550027
ENSG00000136104,RNASEH2B,RNASEH2B,1.1751157407407216
ENSG00000138430,OLA1,OLA1,1.1740046296296134
ENSG00000114956,DGUOK,DGUOK,1.1735048010973703
ENSG00000173933,RBM4,RBM4,1.1717847650891564
ENSG00000197312,DDI2,DDI2,1.1704215963648819
ENSG00000228474,OST4,OST4,1.1661514060356186
ENSG00000111361,EIF2B1,EIF2B1,1.164303626543204
ENSG00000116741,RGS2,RGS2,1.1629080932784606
ENSG00000170043,TRAPPC1,TRAPPC1,1.1597202932098623
ENSG00000122557,HERPUD2,HERPUD2,1.1592515432098678
ENSG00000123595,RAB9A,RAB9A,1.1578684413580205
ENSG00000138744,NAAA,NAAA,1.1527563443072582
ENSG00000148444,COMMD3,COMMD3,1.1526543209876479
ENSG00000163950,SLBP,SLBP,1.1522839506172726
ENSG00000115944,COX7A2L,COX7A2L,1.1506925154320669
ENSG00000204261,TAPSAR1,TAPSAR1,1.1461796982167314
ENSG00000186654,PRR5,PRR5,1.1453684413580159
ENSG00000176340,COX8A,COX8A,1.1443792866940805
ENSG00000173272,MZT2A,MZT2A,1.1433794152949088
ENSG00000186010,NDUFA13,NDUFA13,1.1422048611110798
ENSG00000213190,MLLT11,MLLT11,1.1421551354595312
ENSG00000196352,CD55,CD55,1.1417436128257812
ENSG00000180353,HCLS1,HCLS1,1.1396913580246917
ENSG00000115758,ODC1,ODC1,1.1387654320987621
ENSG00000148290,SURF1,SURF1,1.138510802469126
ENSG00000196924,FLNA,FLNA,1.1366407321673468
ENSG00000114021,NIT2,NIT2,1.1364452589163145
ENSG00000111679,PTPN6,PTPN6,1.1362480709876452
ENSG00000174231,PRPF8,PRPF8,1.133679698216734
ENSG00000185745,IFIT1,IFIT1,1.1330913494513004
ENSG00000198258,UBL5,UBL5,1.1318792866940812
ENSG00000156795,WDYHV1,WDYHV1,1.1298216735253745
ENSG00000111843,TMEM14C,TMEM14C,1.1281462191357854
ENSG00000143420,ENSA,ENSA,1.1260768175582803
ENSG00000159840,ZYX,ZYX,1.1254627486282427
ENSG00000147443,DOK2,DOK2,1.1220370370370283
ENSG00000166405,RIC3,RIC3,1.1168876457475994
ENSG00000161547,SRSF2,SRSF2,1.116229209533587
ENSG00000116473,RAP1A,RAP1A,1.114295053155001
ENSG00000197536,C5orf56,C5orf56,1.1141760973936778
ENSG00000089737,DDX24,DDX24,1.1129286694101463
ENSG00000129055,ANAPC13,ANAPC13,1.1109259259259257
ENSG00000067064,IDI1,IDI1,1.1105964934842232
ENSG00000113328,CCNG1,CCNG1,1.1086160408093169
ENSG00000255112,CHMP1B,CHMP1B,1.106344307270223
ENSG00000109920,FNBP4,FNBP4,1.1047933813443032
ENSG00000111786,SRSF9,SRSF9,1.1038031550068372
ENSG00000130414,NDUFA10,NDUFA10,1.098163365912202
ENSG00000122033,MTIF3,MTIF3,1.0979552469135705
ENSG00000117616,C1orf63,C1orf63,1.0976541066529448
ENSG00000111644,ACRBP,ACRBP,1.0969307270233193
ENSG00000134153,EMC7,EMC7,1.0953626543209853
ENSG00000197006,METTL9,METTL9,1.0948128858024753
ENSG00000204642,HLA-F,HLA-F,1.0932611025377235
ENSG00000160593,AMICA1,AMICA1,1.0923731138545882
ENSG00000166133,RPUSD2,RPUSD2,1.0916184413580234
ENSG00000153827,TRIP12,TRIP12,1.0908691272290805
ENSG00000125910,S1PR4,S1PR4,1.0901215277777634
ENSG00000110955,ATP5B,ATP5B,1.0888715277777639
ENSG00000175193,PARL,PARL,1.084873113854588
ENSG00000166797,FAM96A,FAM96A,1.0835628858024597
ENSG00000108010,GLRX3,GLRX3,1.0827055469821656
ENSG00000105393,BABAM1,BABAM1,1.0826740397805201
ENSG00000130304,SLC27A1,SLC27A1,1.0797477280521262
ENSG00000109065,NAT9,NAT9,1.077592378257884
ENSG00000104856,RELB,RELB,1.0771913580246864
ENSG00000165175,MID1IP1,MID1IP1,1.0737600737311308
ENSG00000110852,CLEC2B,CLEC2B,1.0721277006172782
ENSG00000197405,C5AR1,C5AR1,1.066795053155003
ENSG00000170144,HNRNPA3,HNRNPA3,1.0657816786694052
ENSG00000100721,TCL1A,TCL1A,1.0655315500685871
ENSG00000102172,SMS,SMS,1.0652126200274261
ENSG00000181610,MRPS23,MRPS23,1.0651832561728316
ENSG00000213246,SUPT4H1,SUPT4H1,1.0640937928669438
ENSG00000196642,RABL6,RABL6,1.063579389574756
ENSG00000131238,PPT1,PPT1,1.0633401920438994
ENSG00000105618,PRPF31,PRPF31,1.062469135802461
ENSG00000117228,GBP1,GBP1,1.0614806241426595
ENSG00000096060,FKBP5,FKBP5,1.061274862825782
ENSG00000152291,TGOLN2,TGOLN2,1.0604147376543178
ENSG00000137752,CASP1,CASP1,1.056272290809323
ENSG00000164758,MED30,MED30,1.056162337105617
ENSG00000173486,FKBP2,FKBP2,1.055500685871051
ENSG00000165609,NUDT5,NUDT5,1.0539266117969814
ENSG00000123353,ORMDL2,ORMDL2,1.0497580161179652
ENSG00000121680,PEX16,PEX16,1.0481404320987642
ENSG00000084070,SMAP2,SMAP2,1.048053626543206
ENSG00000182108,DEXI,DEXI,1.0477518432784598
ENSG00000225973,RP11-139H15.1,RP11-139H15.1,1.0474483453360717
ENSG00000087074,PPP1R15A,PPP1R15A,1.0437960819615837
ENSG00000181191,PJA1,PJA1,1.0430536265432082
ENSG00000134882,UBAC2,UBAC2,1.0403463648834
ENSG00000023191,RNH1,RNH1,1.039017275377234
ENSG00000101882,NKAP,NKAP,1.0387034893689986
ENSG00000146457,WTAP,WTAP,1.035553626543214
ENSG00000161203,AP2M1,AP2M1,1.0350906635802404
ENSG00000124383,MPHOSPH10,MPHOSPH10,1.035081447187927
ENSG00000106588,PSMA2,PSMA2,1.034907407407414
ENSG00000119812,FAM98A,FAM98A,1.03401148834019
ENSG00000163964,PIGX,PIGX,1.0333742712619978
ENSG00000136271,DDX56,DDX56,1.0293036265432054
ENSG00000147649,MTDH,MTDH,1.0252981395747525
ENSG00000182208,MOB2,MOB2,1.0239178240740723
ENSG00000058729,RIOK2,RIOK2,1.023883530521261
ENSG00000092199,HNRNPC,HNRNPC,1.022288880315497
ENSG00000108270,AATF,AATF,1.0168304183813504
ENSG00000267100,ILF3-AS1,ILF3-AS1,1.0153547239368947
ENSG00000100380,ST13,ST13,1.0142584019204366
ENSG00000076662,ICAM3,ICAM3,1.0089504029492316
ENSG00000109180,OCIAD1,OCIAD1,1.008796296296289
ENSG00000179820,MYADM,MYADM,1.006892789780519
ENSG00000139187,KLRG1,KLRG1,1.006146905006859
ENSG00000122644,ARL4A,ARL4A,1.0052672753772318
ENSG00000179639,FCER1A,FCER1A,1.0049691358024697
ENSG00000078596,ITM2A,ITM2A,1.0049168381344324
ENSG00000136527,TRA2B,TRA2B,1.0043722136488236
ENSG00000099800,TIMM13,TIMM13,1.0042127486282526
ENSG00000170458,CD14,CD14,1.0038526663237315
ENSG00000114850,SSR3,SSR3,1.0036342592592544
ENSG00000168036,CTNNB1,CTNNB1,1.0030444101508913
ENSG00000084072,PPIE,PPIE,1.002118484224962
ENSG00000186501,TMEM222,TMEM222,1.0018441358024701
ENSG00000169689,STRA13,STRA13,1.0014737654321013
ENSG00000173821,RNF213,RNF213,1.0006781550068564
ENSG00000142634,EFHD2,EFHD2,0.9994641632373097
ENSG00000090238,YPEL3,YPEL3,0.9985937499999977
ENSG00000163041,H3F3A,H3F3A,0.9977357681755779
ENSG00000146859,TMEM140,TMEM140,0.997005958504803
ENSG00000121774,KHDRBS1,KHDRBS1,0.9968441358024643
ENSG00000229117,RPL41,RPL41,0.9968441358024354
ENSG00000172340,SUCLG2,SUCLG2,0.9943499228395043
ENSG00000114902,SPCS1,SPCS1,0.9930381944444352
ENSG00000179526,SHARPIN,SHARPIN,0.9930073302469179
ENSG00000168701,TMEM208,TMEM208,0.9928875171467781
ENSG00000164346,NSA2,NSA2,0.9926849708504748
ENSG00000175482,POLD4,POLD4,0.991663237311381
ENSG00000148288,GBGT1,GBGT1,0.9905555555555559
ENSG00000166002,SMCO4,SMCO4,0.9900357938957494
ENSG00000170909,OSCAR,OSCAR,0.9891555212620037
ENSG00000164733,CTSB,CTSB,0.9884945130315543
ENSG00000215712,TMEM242,TMEM242,0.9868098422496605
ENSG00000166927,MS4A7,MS4A7,0.9847187928669445
ENSG00000167186,COQ7,COQ7,0.9811726251714705
ENSG00000074201,CLNS1A,CLNS1A,0.9803444358710527
ENSG00000211450,C11orf31,C11orf31,0.9794367283950451
ENSG00000136950,ARPC5L,ARPC5L,0.9784720078875156
ENSG00000121064,SCPEP1,SCPEP1,0.9747933813443096
ENSG00000128609,NDUFA5,NDUFA5,0.9745747599451297
ENSG00000104325,DECR1,DECR1,0.9742881944444515
ENSG00000215788,TNFRSF25,TNFRSF25,0.972654320987658
ENSG00000103018,CYB5B,CYB5B,0.9724517746913639
ENSG00000151502,VPS26B,VPS26B,0.9709224965706454
ENSG00000128272,ATF4,ATF4,0.9653463648833974
ENSG00000115286,NDUFS7,NDUFS7,0.9647202932098726
ENSG00000162654,GBP4,GBP4,0.9541358024691391
ENSG00000120438,TCP1,TCP1,0.9529215963648876
ENSG00000070831,CDC42,CDC42,0.9526643947187978
ENSG00000106605,BLVRA,BLVRA,0.9521585648148236
ENSG00000067182,TNFRSF1A,TNFRSF1A,0.9513269461591245
ENSG00000102103,PQBP1,PQBP1,0.9506462191358122
ENSG00000169599,NFU1,NFU1,0.9498962620027487
ENSG00000177410,ZFAS1,ZFAS1,0.9495061728394828
ENSG00000117500,TMED5,TMED5,0.949134945130319
ENSG00000160602,NEK8,NEK8,0.9485165895061733
ENSG00000163832,ELP6,ELP6,0.9466358024691397
ENSG00000169429,IL8,IL8,0.9459019204389583
ENSG00000028277,POU2F2,POU2F2,0.9455073302469235
ENSG00000170430,MGMT,MGMT,0.940362654320996
ENSG00000158050,DUSP2,DUSP2,0.9390721450617319
ENSG00000122085,MTERFD2,MTERFD2,0.9387722908093302
ENSG00000136867,SLC31A2,SLC31A2,0.9343612825788778
ENSG00000151366,NDUFC2,NDUFC2,0.9337943672839564
ENSG00000165704,HPRT1,HPRT1,0.9329826817558368
ENSG00000010671,BTK,BTK,0.9322511574074089
ENSG00000107745,MICU1,MICU1,0.9311728395061741
ENSG00000113387,SUB1,SUB1,0.9304492455418416
ENSG00000128829,EIF2AK4,EIF2AK4,0.9301335305212627
ENSG00000172349,IL16,IL16,0.9296962877229105
ENSG00000136286,MYO1G,MYO1G,0.9295213906035728
ENSG00000249915,PDCD6,PDCD6,0.9294444444444394
ENSG00000139626,ITGB7,ITGB7,0.9266589506172942
ENSG00000188820,FAM26F,FAM26F,0.9263115140603578
ENSG00000138750,NUP54,NUP54,0.9254627486282593
ENSG00000198624,CCDC69,CCDC69,0.924722222222225
ENSG00000083099,LYRM2,LYRM2,0.923743998628262
ENSG00000147168,IL2RG,IL2RG,0.92314043209876
ENSG00000163754,GYG1,GYG1,0.9217881944444507
ENSG00000168175,MAPK1IP1L,MAPK1IP1L,0.9204080932784646
ENSG00000060237,WNK1,WNK1,0.9203444358710564
ENSG00000205937,RNPS1,RNPS1,0.9187208504801174
ENSG00000015475,BID,BID,0.9175666580932812
ENSG00000159055,MIS18A,MIS18A,0.9175505829903984
ENSG00000114439,BBX,BBX,0.9162960819615976
